#DGE	exludesample	sox2_nes:positive:negative
gene_name	baseMean	log2FoldChange	pvalue	padj	Significance	Geneid
PMFBP1	312.734326330217	3.52549031815767	0.00884760177525276	0.579776791799991	not_sign	ENSG00000118557.16
TC2N	43.9102571532059	7.55021190148395	0.0089106294946816	NA	not_sign	ENSG00000165929.14
SPOPL-DT	80.5849063725288	5.33965837604066	0.0089217438511855	0.579776791799991	not_sign	ENSG00000228043.6
ENSG00000261839	108.874542117854	4.93169271288901	0.00893519753710593	0.579776791799991	not_sign	ENSG00000261839.1
GAS2L3	987.861596236028	1.56214806726783	0.00895260454541361	0.579776791799991	not_sign	ENSG00000139354.12
COPG2IT1	6834.31079786256	-0.709754908369462	0.00900005793972876	0.580369693696382	not_sign	ENSG00000286214.1
MTATP6P1	3352.54454901527	1.04490192831792	0.00906066383009289	0.581802117293338	not_sign	ENSG00000248527.1
PLCB4	1456.79578027517	-1.48969174837419	0.00922551761311763	0.589888159954365	not_sign	ENSG00000101333.20
CDH22	69.0740889680675	5.85335013895183	0.00923184707376035	NA	not_sign	ENSG00000149654.12
H2BC10	458.798244718384	3.0141837466725	0.00929202751354722	0.589897268732483	not_sign	ENSG00000278588.2
SEC14L2	511.571993448988	2.59055092916454	0.00930351374073271	0.589897268732483	not_sign	ENSG00000100003.18
FLT1	33.8810339585162	8.80103465240275	0.00931994102537662	NA	not_sign	ENSG00000102755.14
ENSG00000268628	59.9371936836988	-5.93611158018432	0.00947168585352926	NA	not_sign	ENSG00000268628.3
RASD2	84.1164405564696	5.34613319352904	0.00958033823574121	0.603159826082109	not_sign	ENSG00000100302.8
TAF3	1888.25367106405	-1.05969958272747	0.00960287928195153	0.603159826082109	not_sign	ENSG00000165632.9
KCNJ8	108.173011746926	4.76577841648455	0.0096320890795744	0.603159826082109	not_sign	ENSG00000121361.6
LRRC3B	466.850043868513	2.38322440924422	0.00969044942053384	0.604317162628683	not_sign	ENSG00000179796.14
EPCIP	203.505089332721	3.53108143404127	0.0098961807954439	0.605115011108094	not_sign	ENSG00000205929.12
DAPK3	3610.69920687545	-0.968013884838256	0.00992787440719034	0.605115011108094	not_sign	ENSG00000167657.15
CETN2	319.344959374311	3.39292685970608	0.00994447487727148	0.605115011108094	not_sign	ENSG00000147400.11
PRPF6	10722.6221194282	-0.814285531758677	0.010013683033613	0.605115011108094	not_sign	ENSG00000101161.9
ZNF695	102.267823167861	5.20056810210903	0.0100367259898526	0.605115011108094	not_sign	ENSG00000197472.15
FREM2	8383.42137067255	0.708365522402066	0.0100401893393107	0.605115011108094	not_sign	ENSG00000150893.11
ORC6	750.638587994778	1.55935472620039	0.0100506355467049	0.605115011108094	not_sign	ENSG00000091651.10
RNF168	4129.62820637458	-1.00791588665819	0.0100643734341671	0.605115011108094	not_sign	ENSG00000163961.4
ZNF580	139.392492226143	4.58107074004704	0.0100696706741527	0.605115011108094	not_sign	ENSG00000213015.10
SEPTIN14P12	124.561681071194	4.68378850582498	0.0101025536366865	0.605115011108094	not_sign	ENSG00000235748.1
BRCA2	564.536498257272	2.15960572745244	0.0101620697655631	0.605151585957834	not_sign	ENSG00000139618.19
SLC25A35	87.5293810462423	5.35543018432621	0.0102146461711844	0.605151585957834	not_sign	ENSG00000125434.12
SYDE2	267.691348450715	-2.49700653790093	0.0102248191816861	0.605151585957834	not_sign	ENSG00000097096.11
SIGMAR1	466.338819535228	2.88180365745258	0.0102628980857307	0.605151585957834	not_sign	ENSG00000147955.19
ELFN1	276.910720686003	3.26160251660375	0.0103517418856187	0.608024405173124	not_sign	ENSG00000225968.9
LINC02604	152.594124823233	4.30832239497895	0.0105341884237031	0.616351704142073	not_sign	ENSG00000273142.1
ANKRD13C-DT	173.386588036083	4.15499266134883	0.0106553220558532	0.621041347824611	not_sign	ENSG00000197568.16
SKAP2	456.049960945077	3.03597066734203	0.010719812091416	0.622406254533786	not_sign	ENSG00000005020.14
E2F2	185.491025772174	4.1578041367915	0.0108231646724353	0.626008539870549	not_sign	ENSG00000007968.8
CEACAM7	31.9785147761926	-8.82772567575777	0.0108830675632825	NA	not_sign	ENSG00000007306.16
H3C8	627.854717664014	2.48659497756747	0.0108943891377815	0.627732216707	not_sign	ENSG00000273983.2
GGCT	190.255826866816	3.91391102714535	0.0111044087089933	0.636852894672517	not_sign	ENSG00000006625.19
ENSG00000269934	75.3070188496768	5.53667688097857	0.0111703933144419	NA	not_sign	ENSG00000269934.3
PARVA	291.953772709712	3.57919054947444	0.0111761250337683	0.636852894672517	not_sign	ENSG00000197702.15
NEURL1B	1106.3154851932	1.54592902423949	0.011231251341299	0.636852894672517	not_sign	ENSG00000214357.10
TRUB1	277.251310939784	3.66774032527048	0.0113144172217048	0.636852894672517	not_sign	ENSG00000165832.7
NDUFA6-DT	167.283834253817	4.21723549722707	0.0113505240137207	0.636852894672517	not_sign	ENSG00000237037.9
SNORA11	1510.64197094492	-1.36256029988287	0.0113534666772334	0.636852894672517	not_sign	ENSG00000221716.1
TUSC8	64.2292444488883	-5.85966216530297	0.0113819438945136	NA	not_sign	ENSG00000237361.6
ENSG00000279539	90.9823863704355	4.88273762527583	0.0113856083113705	0.636852894672517	not_sign	ENSG00000279539.1
MAOB	371.365661840504	2.68533721806944	0.0113944878321832	0.636852894672517	not_sign	ENSG00000069535.15
ENSG00000293468	166.517480606278	-4.07267150835275	0.0114415867063554	0.636852894672517	not_sign	ENSG00000293468.2
EIF3B	9768.249555498	-0.631535233459113	0.0115100713831244	0.636852894672517	not_sign	ENSG00000106263.20
ANKRD11	32896.4267124631	-0.686244431109445	0.0115149592939336	0.636852894672517	not_sign	ENSG00000167522.18
ZNF99	216.230837277773	3.57380320657026	0.0115794925415947	0.637301931977604	not_sign	ENSG00000213973.10
FASTKD3	128.606782265827	4.37906017385394	0.011632989646379	0.637301931977604	not_sign	ENSG00000124279.13
FGF18	71.8104553525382	6.26699720820223	0.0116763631009569	NA	not_sign	ENSG00000156427.9
AJUBA	545.90641357573	2.91338379756013	0.0116840631839093	0.637301931977604	not_sign	ENSG00000129474.18
PPL	2696.24865523888	-1.12030850941547	0.0116912984749752	0.637301931977604	not_sign	ENSG00000118898.17
ERICH3	373.160555225712	2.90986853510363	0.0117366935339815	0.637483347003427	not_sign	ENSG00000178965.14
MT-TW	128.658357937517	4.53250555835222	0.0118003582104769	0.63796946855	not_sign	ENSG00000210117.1
DPP10	388.948570060109	2.81847961334719	0.0118566944358569	0.63796946855	not_sign	ENSG00000175497.17
ENSG00000289904	36.4083771618012	7.23946135619057	0.0118704409784958	NA	not_sign	ENSG00000289904.2
NWD1	138.798213083086	-4.61924975873165	0.0118719407503695	0.63796946855	not_sign	ENSG00000188039.17
TMEM259	7882.86865205249	-0.673664317907105	0.0119620989062961	0.640542921646684	not_sign	ENSG00000182087.15
TICRR	1345.44521341977	1.36073451241922	0.0120954719738865	0.644169838056349	not_sign	ENSG00000140534.15
ENSG00000307385	77.269758855618	-5.0872363137769	0.0121104693586254	NA	not_sign	ENSG00000307385.1
RBM26-AS1	203.556833839094	3.92013793655025	0.0121148478187976	0.644169838056349	not_sign	ENSG00000227354.8
CNTNAP3B	712.682056052493	2.81119795895567	0.0121669530722704	0.644678345654497	not_sign	ENSG00000154529.16
ATP6V0E1	322.578503253665	3.45446938267443	0.0123382342198626	0.648606510396715	not_sign	ENSG00000113732.10
NEK2	523.319401633864	1.94121600430129	0.0123511613418888	0.648606510396715	not_sign	ENSG00000117650.14
VXN	218.629530230617	3.84978674391363	0.0123694919826218	0.648606510396715	not_sign	ENSG00000169085.14
ENSG00000225794	40.9170094453473	7.40829779772784	0.0124552407889616	NA	not_sign	ENSG00000225794.4
HPS1	209.003928933309	3.95802501252721	0.0125406628561327	0.649322504995075	not_sign	ENSG00000107521.22
ARL6IP1	1476.14898312206	1.1433974868045	0.012545845900238	0.649322504995075	not_sign	ENSG00000170540.17
LINC00412	121.726056308291	4.45078006709482	0.0125550435818725	0.649322504995075	not_sign	ENSG00000234772.4
CIT	5079.56614943642	0.857403136421549	0.0126535558917213	0.649322504995075	not_sign	ENSG00000122966.19
LINC02609	248.840551833102	3.72062110009615	0.012692009209432	0.649322504995075	not_sign	ENSG00000233593.13
LHFPL3	2598.82470764993	1.13443643297952	0.012697068288404	0.649322504995075	not_sign	ENSG00000187416.13
PEX11A	242.773609220217	3.59683124618581	0.0127236408644411	0.649322504995075	not_sign	ENSG00000166821.9
IFI6	149.492143421596	4.17821437011033	0.0127259326899523	0.649322504995075	not_sign	ENSG00000126709.16
SLC39A5	55.1114248390031	-5.42026691932631	0.0127388322163972	NA	not_sign	ENSG00000139540.13
KIF15	2229.61443063862	1.01626846473917	0.0129153834967709	0.652298942719201	not_sign	ENSG00000163808.18
NOP58	5404.84294942242	-0.787042713825006	0.0129195326520391	0.652298942719201	not_sign	ENSG00000055044.12
CHORDC1	6214.12974839927	-0.771077009371823	0.0129732131809041	0.652298942719201	not_sign	ENSG00000110172.13
FNBP4	18492.4017587881	-0.685254224290966	0.0129894423470412	0.652298942719201	not_sign	ENSG00000109920.14
ENSG00000224905	194.329717902102	4.06881966443739	0.0130176274272238	0.652298942719201	not_sign	ENSG00000224905.9
APLN	263.441557397427	3.50230260030545	0.0130425352807125	0.652298942719201	not_sign	ENSG00000171388.13
OPCML	383.305409644704	2.71766474019041	0.013150260531275	0.652805596263151	not_sign	ENSG00000183715.15
CGNL1	3011.26276012111	-1.33286146015443	0.0131788084504422	0.652805596263151	not_sign	ENSG00000128849.12
ENSG00000308504	30.8625588823223	-8.71551727854061	0.0132489403472474	NA	not_sign	ENSG00000308504.1
LITAF	537.825716582067	2.64534558828322	0.0133079266421741	0.652805596263151	not_sign	ENSG00000189067.16
MIR3681HG	3093.12583450617	-1.2894746186501	0.0133507277846139	0.652805596263151	not_sign	ENSG00000224184.8
RGS19	114.53363432975	4.46708366781624	0.0134366328756075	0.652805596263151	not_sign	ENSG00000171700.15
MIR34AHG	229.600820881541	3.63725373964126	0.0134409211569503	0.652805596263151	not_sign	ENSG00000228526.9
MTFMT	142.665622594147	4.35110009990872	0.0135369077417325	0.652805596263151	not_sign	ENSG00000103707.11
PLK1	1087.29156001077	1.32793257445655	0.013563628239538	0.652805596263151	not_sign	ENSG00000166851.16
ENSG00000260954	33.5364042605432	7.86882883689779	0.01356631023055	NA	not_sign	ENSG00000260954.1
CD101	241.748526781656	3.56181090711907	0.0135819005046559	0.652805596263151	not_sign	ENSG00000134256.14
PRSS23-AS1	207.953545749798	3.41984171034517	0.0136471824882838	0.652805596263151	not_sign	ENSG00000255471.2
RBM28	11584.5273582658	-0.669616876896017	0.0136898453466535	0.652805596263151	not_sign	ENSG00000106344.9
ATP1B2	4911.2855739901	0.904736252296848	0.0137105346525431	0.652805596263151	not_sign	ENSG00000129244.10
LINC02985	28.8982330192687	8.30839148761898	0.0137278205515483	NA	not_sign	ENSG00000256546.5
ZNF518B	464.957308216952	2.53190601903108	0.0137888902731979	0.652805596263151	not_sign	ENSG00000178163.9
RBM33	21327.4282112567	-0.558556222792129	0.0138335077991695	0.652805596263151	not_sign	ENSG00000184863.11
ENSG00000260072	42.3381174678758	-6.77700647438488	0.0138611684444581	NA	not_sign	ENSG00000260072.2
BIRC5	1060.82045817537	1.41475776248348	0.0139355498352299	0.652805596263151	not_sign	ENSG00000089685.16
CBR1	457.142234764521	2.92228695761475	0.0139383902953366	0.652805596263151	not_sign	ENSG00000159228.13
TEX30	179.168929412571	4.19122474423082	0.0139570869597315	0.652805596263151	not_sign	ENSG00000151287.18
C17orf107	61.6325813319013	5.55344897940927	0.0140576084418332	NA	not_sign	ENSG00000205710.5
MZT1	407.908201100703	2.50271069041149	0.0140732180590211	0.652805596263151	not_sign	ENSG00000204899.6
SYNGAP1-AS1	600.253883755958	-1.95386105387992	0.0140934686446438	0.652805596263151	not_sign	ENSG00000274259.3
MPHOSPH8	5717.70593658104	-0.751138965813448	0.0141210538247412	0.652805596263151	not_sign	ENSG00000196199.15
PARP10	234.859218677622	3.48272463557453	0.0142158326707685	0.652805596263151	not_sign	ENSG00000178685.15
ENSG00000289340	225.76717516269	2.61613860696641	0.0142274469110149	0.652805596263151	not_sign	ENSG00000289340.3
TSPAN6	612.392250721288	1.7552067593514	0.0142375978285275	0.652805596263151	not_sign	ENSG00000000003.17
ENSG00000299022	55.3304945696039	6.09426727863143	0.0142474492466628	NA	not_sign	ENSG00000299022.1
SLFNL1	91.4404430513013	4.85445944880331	0.0144212797061633	0.652805596263151	not_sign	ENSG00000171790.17
PALMD	143.2608111554	4.16878060274778	0.0144422912401627	0.652805596263151	not_sign	ENSG00000099260.13
ENSG00000303931	83.8607730192495	-6.14529968914641	0.0144515038792743	0.652805596263151	not_sign	ENSG00000303931.1
ARSJ	492.598986199524	2.84693642306804	0.014463815972429	0.652805596263151	not_sign	ENSG00000180801.14
CKAP5	11198.5665887718	0.597320176513598	0.0144922318970877	0.652805596263151	not_sign	ENSG00000175216.16
NSUN2	3130.434517138	-0.895579300362767	0.014496393031262	0.652805596263151	not_sign	ENSG00000037474.16
RNF182	133.791959799276	4.73279147078531	0.0145122500367362	0.652805596263151	not_sign	ENSG00000180537.14
GOLGA6L3P	292.907891271216	-2.80178087297158	0.0145136555691896	0.652805596263151	not_sign	ENSG00000188388.10
C1orf35	2722.5508347735	-1.02215504005428	0.0145574074975238	0.652805596263151	not_sign	ENSG00000143793.14
ENSG00000267723	223.476863785229	-3.25811705688542	0.0145645734334785	0.652805596263151	not_sign	ENSG00000267723.2
TMEM100	100.393395121363	4.21382875003229	0.0145779021719213	0.652805596263151	not_sign	ENSG00000166292.13
CD109	174.899299406312	3.55009389629797	0.0145792075405874	0.652805596263151	not_sign	ENSG00000156535.15
HSCB	144.589816238411	4.32936280209617	0.0146034774404915	0.652805596263151	not_sign	ENSG00000100209.12
RNF175	93.6544270865941	4.82718999540444	0.0147254181513874	0.656320549018013	not_sign	ENSG00000145428.16
GYG1	165.970440696655	4.21221980913738	0.0148451278281267	0.659715739317983	not_sign	ENSG00000163754.19
ZNF677	1432.08287569903	-1.79788439616824	0.0149027498531145	0.660339974485666	not_sign	ENSG00000197928.12
DNAJC22	253.311675864041	3.48269137452812	0.0150402860974354	0.661948175518363	not_sign	ENSG00000178401.17
SLC4A11	254.762735424933	3.49263426010759	0.0150578831067448	0.661948175518363	not_sign	ENSG00000088836.15
KCTD21	200.674408445818	3.76274159130446	0.0150700884620453	0.661948175518363	not_sign	ENSG00000188997.9
ZNF451-AS1	93.166142291919	-4.08459563038421	0.0152226816459563	0.666718259141102	not_sign	ENSG00000226803.10
NUDCP1	933.677146583258	-1.45498612781699	0.015357391608313	0.669810669432856	not_sign	ENSG00000213197.3
ENSG00000233625	66.0318745195051	6.18923744858683	0.0153690602687669	NA	not_sign	ENSG00000233625.1
CARNMT1-AS1	191.707963903168	-2.84338231126081	0.015382940852499	0.669810669432856	not_sign	ENSG00000203321.3
SESN3	4022.24004602248	0.89108115891879	0.0154258891139017	0.669810669432856	not_sign	ENSG00000149212.12
HLA-DMA	72.2334622726387	5.16986413509413	0.0154467634179613	NA	not_sign	ENSG00000204257.16
NUAK2	277.125090432448	2.52699192791474	0.0155229455549218	0.672099191255099	not_sign	ENSG00000163545.11
PFKFB4	2179.18417593962	-1.03391609374601	0.0158527600463867	0.683924032639277	not_sign	ENSG00000114268.13
ACTB	36552.8573140915	0.555357184309873	0.0158863177701614	0.683924032639277	not_sign	ENSG00000075624.18
HAS2	1136.35545615818	1.36614681462617	0.0159987434704272	0.684928449864589	not_sign	ENSG00000170961.7
NUDT16	2115.15710088658	-1.19372953992355	0.0160000442953718	0.684928449864589	not_sign	ENSG00000198585.12
SLC7A8	111.578176551152	4.4245433913072	0.0161696007630558	0.690236985812245	not_sign	ENSG00000092068.21
OTUD7A	160.429392386789	3.89414850641954	0.0163506582878036	0.695633551612489	not_sign	ENSG00000169918.11
HMGN1P1	201.252999772885	3.60693567724377	0.0163995434487443	0.695633551612489	not_sign	ENSG00000259318.1
LINC00654	187.12074075011	3.84048105811222	0.0164337344250542	0.695633551612489	not_sign	ENSG00000205181.9
RBMS3-AS3	44.8676490513692	6.55563117371669	0.0164343460674419	NA	not_sign	ENSG00000235904.4
SF3B6	636.538082475919	1.83386351794686	0.0165056526749884	0.696731645227782	not_sign	ENSG00000115128.8
ENSG00000280356	61.7670677321467	-5.83630460994543	0.0166305042860776	NA	not_sign	ENSG00000280356.2
C5orf34-AS1	96.9795984508448	4.83448033732143	0.0166611115127937	0.701340232957987	not_sign	ENSG00000248554.2
NAMPT	10477.0550441905	-0.671583926061765	0.0167302367302361	0.701556191359035	not_sign	ENSG00000105835.14
EGR3	1060.36089626309	1.44824901147402	0.0167588320754897	0.701556191359035	not_sign	ENSG00000179388.9
CTSO	224.08198186541	3.74274146515035	0.0168382394439764	0.70293851386782	not_sign	ENSG00000256043.6
HSP90AB1	66696.2818060731	-0.725982139979287	0.0168870769150163	0.703011802347409	not_sign	ENSG00000096384.21
KCNMB3	133.822375741636	3.44687333757108	0.0169327773430648	0.703011802347409	not_sign	ENSG00000171121.17
LINC02284	30.4567072071263	7.27230928857385	0.0169945482952778	NA	not_sign	ENSG00000259719.7
LHPP	139.986422656659	4.2634389543802	0.0170271369374079	0.704997904779998	not_sign	ENSG00000107902.15
ENSG00000292994	142.097757376028	3.99533685322266	0.0171151701969601	0.705457134992917	not_sign	ENSG00000292994.2
BST2	399.406099908935	3.0043373962595	0.0171313333560376	0.705457134992917	not_sign	ENSG00000130303.15
PLAUR	348.729797227197	2.13938822139095	0.0173915446634294	0.71423162013444	not_sign	ENSG00000011422.13
LINC01089	113.712362357478	4.53675438293297	0.0175337500267323	0.715324329301947	not_sign	ENSG00000212694.8
CPLANE2	51.0938058984817	5.75549681805183	0.017619084186219	NA	not_sign	ENSG00000132881.13
NFKB2	1037.88986320036	-1.40881687226033	0.0176547249036521	0.715324329301947	not_sign	ENSG00000077150.22
ENSG00000258084	34.5660767838328	-7.28111459785426	0.0177241869039519	NA	not_sign	ENSG00000258084.7
AKAP12	21817.8498320287	-0.583298479443964	0.0177372266234482	0.715324329301947	not_sign	ENSG00000131016.18
HAS3	182.499772251324	3.87618466864018	0.0177408501059282	0.715324329301947	not_sign	ENSG00000103044.12
RMDN2	73.8939292536496	5.22533567044391	0.0178002128344416	NA	not_sign	ENSG00000115841.22
PCLO	2313.3738193345	-0.904630797908803	0.0178309543152939	0.715324329301947	not_sign	ENSG00000186472.21
CREBRF	3733.93916798635	-0.839752943581709	0.017833192371182	0.715324329301947	not_sign	ENSG00000164463.13
MYO9B	25781.519799655	-0.601026760198663	0.0178854688020949	0.715324329301947	not_sign	ENSG00000099331.15
LY6E	248.603929331424	3.41445254730017	0.0178869281517276	0.715324329301947	not_sign	ENSG00000160932.12
ZNF280C	297.580999730777	2.83767988188086	0.0179333222740307	0.715324329301947	not_sign	ENSG00000056277.17
SFMBT2	2371.12417415208	-1.06420013464352	0.0179433506026576	0.715324329301947	not_sign	ENSG00000198879.13
NUDC	9155.72707940435	-0.730687514919214	0.0179529431894967	0.715324329301947	not_sign	ENSG00000090273.15
